"","team","conf","barthag","barthag_rk","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_t","adj_t_rk","wab","nc_elite_sos","nc_fut_sos","nc_cur_sos","ov_elite_sos","ov_fut_sos","ov_cur_sos","seed","year"
"22","Texas Tech","B12",0.889211,22,109.913,45,91.7052,13,67.224,233,-0.38403621796982,18,0.4681,0.4681,31,0.671,0.671,NA,2020
"23","Purdue","B10",0.886937,23,109.581,47,91.6107,12,64.3085,335,-0.54510548548646,23,0.5873,0.5873,35,0.7509,0.7509,NA,2020
"24","Butler","BE",0.881813,24,112.656,25,94.5926,46,63.7082,340,4.4998172934413,22,0.5515,0.5515,33,0.7166,0.7166,NA,2020
"25","Providence","BE",0.881325,25,109.325,49,91.8335,14,68.5838,157,0.33944591974528,14,0.4977,0.4977,29,0.694,0.694,NA,2020
"26","Maryland","B10",0.880032,26,112.663,24,94.7382,50,67.1024,238,6.8551070728959,17,0.5171,0.5171,34,0.7251,0.7251,NA,2020
"27","Minnesota","B10",0.876267,27,111.916,30,94.3988,43,66.8102,254,-1.5190867149164,20,0.5852,0.5852,35,0.7534,0.7534,NA,2020
"28","Kentucky","SEC",0.875497,28,112.788,23,95.1925,55,67.6496,216,5.0711205679596,21,0.5269,0.5269,26,0.6547,0.6547,NA,2020
"29","Illinois","B10",0.872272,29,110.914,38,93.8495,36,66.2522,272,3.0074828307614,11,0.3891,0.3891,32,0.6802,0.6802,NA,2020
"30","Rutgers","B10",0.871211,30,107.502,76,91.0374,8,67.3339,227,1.5809033777494,9,0.3931,0.3931,31,0.6773,0.6773,NA,2020
"31","Iowa","B10",0.865325,31,117.191,6,99.6883,122,70.0839,79,3.3424726068353,22,0.5551,0.5551,35,0.7377,0.7377,NA,2020
"32","Florida","SEC",0.864004,32,112.638,26,95.9089,60,64.9431,320,0.16916304559051,28,0.6712,0.6712,28,0.7145,0.7145,NA,2020
"33","Marquette","BE",0.858545,33,113.971,16,97.4301,82,70.8159,56,1.2287044798076,21,0.5572,0.5572,33,0.7259,0.7259,NA,2020
"34","Virginia","ACC",0.856088,34,99.9524,215,85.5958,1,59.3866,353,3.7933948703442,14,0.4668,0.4668,26,0.6638,0.6638,NA,2020
"35","Wichita St.","Amer",0.855036,35,105.231,117,90.1826,6,69.4281,103,1.921039806009,16,0.5179,0.5179,22,0.6281,0.6281,NA,2020
"36","Indiana","B10",0.844287,36,108.054,68,93.2828,27,67.8648,203,1.8707884846826,14,0.5308,0.5308,33,0.7233,0.7233,NA,2020
"37","Oklahoma","B12",0.844087,37,108.201,65,93.4219,30,69.6709,96,2.1333175022689,26,0.6278,0.6278,35,0.741,0.741,NA,2020
"38","Utah St.","MWC",0.843463,38,109.345,48,94.4487,45,67.4759,222,1.2102552953113,19,0.4732,0.4732,19,0.5337,0.5337,NA,2020
"39","Auburn","SEC",0.841561,39,111.066,37,96.0547,63,69.2509,121,4.6077333148544,15,0.5638,0.5638,24,0.6738,0.6738,NA,2020
"40","Xavier","BE",0.839223,40,106.399,99,92.158,19,68.1033,188,0.33466449061896,17,0.5711,0.5711,31,0.7268,0.7268,NA,2020
"41","Saint Mary's","WCC",0.838364,41,114.021,14,98.8148,108,63.8103,339,2.837323257998,18,0.5216,0.5216,24,0.6049,0.6049,NA,2020
"42","Colorado","P12",0.837887,42,108.922,52,94.4247,44,68.0836,190,0.68812243465661,22,0.5727,0.5727,27,0.6754,0.6754,NA,2020
"43","LSU","SEC",0.837851,43,118.262,4,102.523,185,69.8996,87,0.88079062428625,18,0.5728,0.5728,24,0.6761,0.6761,NA,2020
"44","Syracuse","ACC",0.834524,44,113.46,19,98.5682,99,68.0382,192,-2.7185149147059,16,0.5019,0.5019,25,0.6608,0.6608,NA,2020
"45","Stanford","P12",0.831574,45,104.211,141,90.7002,7,68.1181,187,-1.5016614655129,15,0.4624,0.4624,23,0.6269,0.6269,NA,2020
"46","North Carolina St.","ACC",0.826988,46,110.606,41,96.5383,70,69.4728,101,-0.50281685226961,16,0.4713,0.4713,26,0.6604,0.6604,NA,2020
"47","Richmond","A10",0.824656,47,108.546,61,94.8737,52,68.9591,136,1.1586245348932,15,0.5009,0.5009,18,0.5571,0.5571,NA,2020
"48","Cincinnati","Amer",0.82264,48,108.49,63,94.9393,53,68.1469,185,0.22040909289424,21,0.5996,0.5996,24,0.6615,0.6615,NA,2020
"49","Mississippi St.","SEC",0.815906,49,113.584,18,99.7912,124,66.0862,282,-0.49887827947105,16,0.5358,0.5358,24,0.6598,0.6598,NA,2020
"50","Saint Louis","A10",0.812286,50,106.55,97,93.8061,35,67.5008,221,0.042550052757486,12,0.4522,0.4522,18,0.5364,0.5364,NA,2020
"51","Georgia Tech","ACC",0.810263,51,103.563,152,91.2812,10,69.9222,85,-1.9298867175162,20,0.5477,0.5477,28,0.6931,0.6931,NA,2020
"52","Arkansas","SEC",0.808325,52,108.86,54,96.0548,64,70.9949,49,-1.265625176146,16,0.5591,0.5591,23,0.6669,0.6669,NA,2020
"53","Oklahoma St.","B12",0.806524,53,107.196,80,94.6819,48,68.2923,174,-0.010859150358895,21,0.6079,0.6079,33,0.7345,0.7345,NA,2020
"54","Washington","P12",0.804812,54,105.513,113,93.2835,28,69.5746,98,-5.0320611719904,20,0.5448,0.5448,27,0.677,0.677,NA,2020
"55","Notre Dame","ACC",0.800673,55,111.195,35,98.531,97,68.0962,189,-1.1319254229063,12,0.3908,0.3908,25,0.622,0.622,NA,2020
"56","Connecticut","Amer",0.799934,56,108.631,59,96.2975,65,68.3447,169,-2.2312921482394,17,0.4961,0.4961,22,0.6169,0.6169,NA,2020
"57","USC","P12",0.799137,57,103.642,150,91.9145,16,69.0899,131,1.8076357034745,15,0.4938,0.4938,25,0.6502,0.6502,NA,2020
"58","St. John's","BE",0.798672,58,106.743,88,94.6891,49,72.9815,18,-2.4995071707792,12,0.4269,0.4269,29,0.6704,0.6704,NA,2020
"59","Arizona St.","P12",0.793837,59,106.118,103,94.3792,42,73.0488,16,0.94559549725256,21,0.5752,0.5752,28,0.6901,0.6901,NA,2020
"60","Alabama","SEC",0.792503,60,111.446,33,99.1874,114,74.6701,4,-3.7779335639176,20,0.6187,0.6187,26,0.6947,0.6947,NA,2020
"61","Tennessee","SEC",0.791274,61,107.255,79,95.5196,57,65.1136,315,-2.1029230929581,24,0.5825,0.5825,28,0.6847,0.6847,NA,2020
"62","South Carolina","SEC",0.791197,62,105.503,114,93.9626,38,72.9059,23,-2.4633782855001,18,0.5073,0.5073,24,0.6417,0.6417,NA,2020
"63","Memphis","Amer",0.790277,63,100.14,213,89.2293,5,72.9581,19,-0.0076199198778793,15,0.4938,0.4938,23,0.6221,0.6221,NA,2020
"64","Northern Iowa","MVC",0.787356,64,111.856,31,99.8209,126,65.6758,297,0.88802248553013,15,0.446,0.446,15,0.5075,0.5075,NA,2020
"65","Rhode Island","A10",0.779814,65,105.007,121,94.0723,40,71.1621,46,0.47223887616744,23,0.5939,0.5939,22,0.6118,0.6118,NA,2020
"66","San Francisco","WCC",0.777903,66,108.137,67,96.9703,74,68.7681,143,-2.3972853882301,12,0.4599,0.4599,20,0.5633,0.5633,NA,2020
"67","VCU","A10",0.77727,67,104.858,125,94.059,39,69.1806,125,-3.5976855450555,17,0.5145,0.5145,22,0.5928,0.5928,NA,2020
"68","Texas","B12",0.776193,68,103.331,161,92.7395,24,65.9023,290,0.99404262858517,18,0.5227,0.5227,32,0.7013,0.7013,NA,2020
"69","North Texas","CUSA",0.772578,69,111.578,32,100.321,141,62.994,349,-3.4842766691583,21,0.5216,0.5216,17,0.5175,0.5175,NA,2020
"70","Davidson","A10",0.772537,70,113.076,20,101.671,168,64.6306,331,-5.0343760445588,19,0.566,0.566,21,0.5885,0.5885,NA,2020
"71","UCLA","P12",0.771192,71,109.589,46,98.6005,100,64.9341,322,-1.0422034490256,17,0.4731,0.4731,26,0.6434,0.6434,NA,2020
"72","Clemson","ACC",0.770301,72,103.839,146,93.4683,32,66.0076,286,-3.282592454371,17,0.4979,0.4979,27,0.6839,0.6839,NA,2020
"73","Louisiana Tech","CUSA",0.770129,73,108.547,60,97.7147,84,66.4413,264,-1.7732652106987,16,0.3537,0.3537,14,0.4452,0.4452,NA,2020
"74","Yale","Ivy",0.754868,74,107.816,70,97.7702,85,67.2635,229,-0.37197763116545,19,0.4792,0.4792,15,0.4675,0.4675,NA,2020
"75","Tulsa","Amer",0.754095,75,102.184,179,92.6972,23,65.7662,295,-0.97737976709283,12,0.4312,0.4312,20,0.5804,0.5804,NA,2020
"76","Georgetown","BE",0.750605,76,110.184,43,100.117,137,70.091,77,-2.6887850380188,20,0.5595,0.5595,33,0.732,0.732,NA,2020
"77","East Tennessee St.","SC",0.750447,77,107.124,82,97.3434,78,66.0294,285,2.485426729798,16,0.3685,0.3685,13,0.4245,0.4245,NA,2020
"78","North Carolina","ACC",0.749685,78,108.171,66,98.3296,96,70.3367,69,-4.9943988748916,28,0.6554,0.6554,31,0.729,0.729,NA,2020
"79","Liberty","ASun",0.749419,79,105.624,112,96.0269,62,61.3188,352,-0.3448443051814,10,0.3456,0.3456,7,0.2964,0.2964,NA,2020
"80","Nevada","MWC",0.747638,80,110.091,44,100.17,138,71.1382,47,-3.7011507645092,18,0.5716,0.5716,19,0.5634,0.5634,NA,2020
"81","Texas St.","SB",0.742052,81,106.692,90,97.326,77,65.2259,312,-4.8514778942881,19,0.4315,0.4315,13,0.4425,0.4425,NA,2020
"82","SMU","Amer",0.73748,82,112.956,22,103.252,203,64.6933,329,-2.5442990825293,11,0.4381,0.4381,19,0.5822,0.5822,NA,2020
"83","Akron","MAC",0.734198,83,107.909,69,98.7845,106,69.4014,110,-0.9917732765184,16,0.4064,0.4064,13,0.455,0.455,NA,2020
"84","Oregon St.","P12",0.730178,84,110.529,42,101.363,158,65.7965,294,-2.8644470907409,9,0.3989,0.3989,23,0.6251,0.6251,NA,2020
"85","New Mexico St.","WAC",0.724128,85,107.675,72,99.0079,112,63.4895,343,-1.4141097328236,14,0.4479,0.4479,10,0.3693,0.3693,NA,2020
"86","Furman","SC",0.723616,86,106.577,96,98.0206,89,68.2071,180,-0.76017108032847,14,0.4071,0.4071,13,0.443,0.443,NA,2020
"87","TCU","B12",0.721416,87,105.092,119,96.7468,72,64.866,324,-3.3323511440585,12,0.4799,0.4799,30,0.6875,0.6875,NA,2020
"88","Georgia","SEC",0.721276,88,108.73,57,100.102,135,70.2993,72,-4.2147447970163,21,0.5155,0.5155,27,0.6637,0.6637,NA,2020
"89","Vermont","AE",0.720514,89,105.418,115,97.0846,75,66.2253,276,-1.8494734032129,18,0.4992,0.4992,10,0.3654,0.3654,NA,2020
"90","Iowa St.","B12",0.717518,90,109.309,50,100.798,148,69.7909,93,-5.5881931827007,22,0.5587,0.5587,34,0.7228,0.7228,NA,2020
"91","Duquesne","A10",0.71169,91,106.972,84,98.8881,110,67.6946,213,-1.6725940807956,8,0.4202,0.4202,17,0.5351,0.5351,NA,2020
"92","Kansas St.","B12",0.708879,92,102.298,175,94.6804,47,66.98,242,-7.2730341318676,18,0.5517,0.5517,32,0.7179,0.7179,NA,2020
"93","Northern Colorado","BSky",0.708499,93,109.253,51,101.133,152,64.9972,319,-3.7139310574389,17,0.4147,0.4147,11,0.4006,0.4006,NA,2020
"94","UNC Greensboro","SC",0.707534,94,103.2,163,95.569,58,67.5021,220,-2.570210318458,16,0.4019,0.4019,14,0.4426,0.4426,NA,2020
"95","Loyola Chicago","MVC",0.703456,95,103.814,147,96.3022,66,65.2645,311,-4.2562878776287,11,0.4264,0.4264,14,0.5017,0.5017,NA,2020
"96","DePaul","BE",0.701159,96,102.602,171,95.2686,56,70.4444,64,-2.5577530057142,16,0.4447,0.4447,32,0.6883,0.6883,NA,2020
"97","UNLV","MWC",0.695212,97,107.503,75,100.064,134,66.8423,251,-5.8550893815638,18,0.5743,0.5743,20,0.5966,0.5966,NA,2020
"98","Boise St.","MWC",0.693688,98,105.914,107,98.6467,103,69.1163,129,-2.4239839083926,19,0.4925,0.4925,21,0.5685,0.5685,NA,2020
"99","Belmont","OVC",0.693576,99,106.874,86,99.5461,120,70.4964,63,-2.2498807865169,13,0.3987,0.3987,9,0.3525,0.3525,NA,2020
"100","Missouri","SEC",0.692221,100,103.484,156,96.4417,68,66.491,262,-4.6164577354428,22,0.5245,0.5245,26,0.6589,0.6589,NA,2020
"101","Wake Forest","ACC",0.687487,101,108.834,55,101.623,166,69.9972,82,-5.9668997989447,20,0.5291,0.5291,28,0.6875,0.6875,NA,2020
"102","Miami FL","ACC",0.684931,102,107.194,81,100.195,139,68.1901,183,-3.3422145697807,20,0.5295,0.5295,30,0.6989,0.6989,NA,2020
"103","Mississippi","SEC",0.678022,103,102.94,167,96.4852,69,67.8853,201,-5.5095071314327,18,0.4639,0.4639,26,0.647,0.647,NA,2020
"104","Stephen F. Austin","Slnd",0.677825,104,103.391,159,96.9153,73,71.8542,34,1.339443883324,17,0.3581,0.3581,10,0.3176,0.3176,NA,2020
"105","UCF","Amer",0.666095,105,104.227,140,98.1519,92,67.7506,209,-5.32904612339,11,0.4474,0.4474,20,0.5925,0.5925,NA,2020
"106","Hofstra","CAA",0.665715,106,108.868,53,102.538,186,68.0247,193,-2.7417968218841,10,0.3531,0.3531,10,0.4029,0.4029,NA,2020
"107","Ball St.","MAC",0.664964,107,99.4666,227,93.7109,33,67.7607,208,-7.3706443247377,11,0.3965,0.3965,12,0.4468,0.4468,NA,2020
"108","Bradley","MVC",0.663635,108,106.628,94,100.51,144,66.8938,248,-4.0906540971328,10,0.4021,0.4021,13,0.4968,0.4968,NA,2020
"109","South Florida","Amer",0.659209,109,100.611,209,95.0015,54,64.9103,323,-7.3080001465697,14,0.4937,0.4937,22,0.6246,0.6246,NA,2020
"110","Indiana St.","MVC",0.6584,110,105.828,109,99.959,130,66.3692,267,-4.2384822045174,22,0.5151,0.5151,18,0.5462,0.5462,NA,2020
"111","Utah","P12",0.656933,111,106.076,104,100.25,140,66.8074,255,-3.1415696157315,20,0.5493,0.5493,27,0.6844,0.6844,NA,2020
"112","Harvard","Ivy",0.655481,112,104.51,133,98.8248,109,68.7877,141,-1.9830138076516,15,0.4824,0.4824,14,0.4756,0.4756,NA,2020
"113","Colorado St.","MWC",0.649467,113,108.714,58,103.038,198,69.3168,115,-3.2770978878525,18,0.509,0.509,19,0.5491,0.5491,NA,2020
"114","UC Irvine","BW",0.648423,114,104.864,124,99.4286,118,67.802,206,-5.571900397329,16,0.4828,0.4828,11,0.4075,0.4075,NA,2020
"115","Pacific","WCC",0.647092,115,103.519,155,98.2027,93,64.7567,327,-2.8171321323251,7,0.3045,0.3045,15,0.4616,0.4616,NA,2020
"116","Northwestern","B10",0.646987,116,105.358,116,99.9513,129,66.4711,263,-8.9565710934704,13,0.4745,0.4745,34,0.7301,0.7301,NA,2020
"117","Western Kentucky","CUSA",0.644227,117,108.492,62,103.032,197,68.2649,176,-3.2192432364108,16,0.503,0.503,15,0.524,0.524,NA,2020
"118","Virginia Tech","ACC",0.643091,118,103.251,162,98.0975,91,65.3741,308,-4.0684568333429,18,0.3925,0.3925,28,0.6398,0.6398,NA,2020
"119","Washington St.","P12",0.635046,119,102.206,178,97.3996,81,70.5945,60,-5.7450399930067,8,0.3599,0.3599,22,0.6104,0.6104,NA,2020
"120","Missouri St.","MVC",0.634124,120,104.695,129,99.8066,125,67.9841,197,-8.9892048940575,17,0.4853,0.4853,16,0.5338,0.5338,NA,2020
"121","Northeastern","CAA",0.626742,121,105.887,108,101.221,155,65.9615,289,-10.696303485505,10,0.4352,0.4352,10,0.438,0.438,NA,2020
"122","Wright St.","Horz",0.624705,122,104.966,122,100.416,142,72.0347,32,-3.6442454018422,6,0.3331,0.3331,6,0.3261,0.3261,NA,2020
"123","Pittsburgh","ACC",0.622771,123,103.185,164,98.7833,105,65.2954,310,-4.780113876896,12,0.4537,0.4537,27,0.6722,0.6722,NA,2020
"124","St. Bonaventure","A10",0.620759,124,106.64,93,102.167,179,65.5687,302,-4.5478169347126,12,0.4537,0.4537,16,0.5223,0.5223,NA,2020
"125","Temple","Amer",0.618885,125,99.7675,223,95.649,59,70.1635,75,-6.5406198763673,19,0.5761,0.5761,23,0.65,0.65,NA,2020
"126","Murray St.","OVC",0.618462,126,102.535,173,98.3174,95,68.6585,150,-4.8453197074313,9,0.3374,0.3374,8,0.3379,0.3379,NA,2020
"127","North Dakota St.","Sum",0.618288,127,105.995,105,101.642,167,65.9003,291,-3.1485727284777,12,0.3812,0.3812,9,0.3716,0.3716,NA,2020
"128","Pepperdine","WCC",0.616381,128,107.742,71,103.39,209,70.8996,55,-6.2412072620572,18,0.5242,0.5242,22,0.5829,0.5829,NA,2020
"129","Texas A&M","SEC",0.608943,129,101.176,195,97.3537,79,64.4344,333,-3.9066988938933,13,0.4661,0.4661,23,0.6484,0.6484,NA,2020
"130","Kent St.","MAC",0.60769,130,105.917,106,101.962,174,68.7335,146,-5.6736466896435,15,0.3797,0.3797,13,0.4557,0.4557,NA,2020
"131","Georgia St.","SB",0.603703,131,105.144,118,101.365,159,72.9118,21,-6.660812202171,18,0.4685,0.4685,13,0.4617,0.4617,NA,2020
"132","Penn","Ivy",0.600293,132,103.359,160,99.7677,123,70.0593,80,-4.487729335419,22,0.5146,0.5146,17,0.4946,0.4946,NA,2020
"133","South Dakota St.","Sum",0.594505,133,108.33,64,104.785,241,68.0053,195,-4.654230856952,16,0.3751,0.3751,11,0.3692,0.3692,NA,2020
"134","Abilene Christian","Slnd",0.583416,134,100.778,206,97.8694,87,68.2262,179,-6.5374091543539,16,0.3882,0.3882,10,0.328,0.328,NA,2020
"135","UT Arlington","SB",0.579691,135,101.438,194,98.6416,102,67.7256,212,-10.309005018398,29,0.5931,0.5931,17,0.5075,0.5075,NA,2020
"136","Santa Clara","WCC",0.578367,136,102.837,168,100.049,133,71.5379,42,-5.2234162632593,9,0.2997,0.2997,18,0.476,0.476,NA,2020
"137","Colgate","Pat",0.576032,137,106.147,102,103.355,208,68.3095,172,-3.9527641706496,18,0.4393,0.4393,10,0.3548,0.3548,NA,2020
"138","Little Rock","SB",0.575153,138,105.64,111,102.894,191,69.0797,134,-3.7426312528691,18,0.4765,0.4765,13,0.4578,0.4578,NA,2020
"139","Princeton","Ivy",0.572326,139,106.742,89,104.072,222,66.2426,274,-7.4164014990169,15,0.4634,0.4634,14,0.4719,0.4719,NA,2020
"140","Chattanooga","SC",0.572148,140,106.778,87,104.114,223,66.9007,245,-6.4642860164888,13,0.3546,0.3546,13,0.4394,0.4394,NA,2020
"141","Montana","BSky",0.570692,141,102.518,174,100.012,132,68.1918,182,-6.823882623566,22,0.4611,0.4611,14,0.4258,0.4258,NA,2020
"142","FIU","CUSA",0.568224,142,103.761,149,101.313,157,72.2244,30,-6.2282926547353,14,0.3164,0.3164,15,0.4459,0.4459,NA,2020
"143","California","P12",0.564357,143,101.637,188,99.3751,116,65.0138,318,-6.0544051914391,18,0.5816,0.5816,26,0.7002,0.7002,NA,2020
"144","Buffalo","MAC",0.563012,144,104.052,143,101.784,170,73.8552,8,-5.7047098167186,12,0.4531,0.4531,12,0.4892,0.4892,NA,2020
"145","Siena","MAAC",0.562695,145,107.066,83,104.744,239,66.8353,252,-5.8591863681553,18,0.4995,0.4995,9,0.3502,0.3502,NA,2020
"146","Marshall","CUSA",0.561001,146,100.904,201,98.7755,104,74.7684,3,-8.33455041389,17,0.4831,0.4831,14,0.4922,0.4922,NA,2020
"147","Towson","CAA",0.557946,147,106.287,100,104.156,225,65.1382,314,-6.9751384638867,16,0.4868,0.4868,13,0.4612,0.4612,NA,2020
"148","Georgia Southern","SB",0.555544,148,101.148,196,99.2047,115,71.7463,38,-6.6628842517432,14,0.4208,0.4208,12,0.4493,0.4493,NA,2020
"149","Ohio","MAC",0.554959,149,103.548,154,101.579,164,67.9911,196,-8.2000302744514,18,0.4149,0.4149,15,0.465,0.465,NA,2020
"150","Eastern Washington","BSky",0.553404,150,103.976,145,102.055,176,73.061,15,-2.0756562448363,20,0.4586,0.4586,13,0.426,0.426,NA,2020
"151","Wofford","SC",0.548583,151,104.553,132,102.796,188,65.5351,304,-8.1325379236709,19,0.4004,0.4004,16,0.4595,0.4595,NA,2020
"152","Drake","MVC",0.548327,152,102.722,170,101.004,150,67.7382,211,-6.1530414547147,14,0.3677,0.3677,16,0.4987,0.4987,NA,2020
"153","New Mexico","MWC",0.538979,153,104.306,138,102.898,192,71.8512,35,-5.6872815926848,13,0.4311,0.4311,17,0.5242,0.5242,NA,2020
"154","North Florida","ASun",0.536912,154,112.266,27,110.832,322,69.424,105,-4.9501314681736,28,0.5215,0.5215,16,0.3936,0.3936,NA,2020
"155","Oral Roberts","Sum",0.535916,155,107.519,74,106.182,262,70.2482,74,-7.1873981618589,26,0.4617,0.4617,16,0.4197,0.4197,NA,2020
"156","Vanderbilt","SEC",0.532926,156,104.586,131,103.393,210,69.3979,111,-10.019106767616,12,0.4547,0.4547,24,0.6514,0.6514,NA,2020
"157","Delaware","CAA",0.531868,157,106.587,95,105.411,245,68.1222,186,-5.7135463583929,9,0.3453,0.3453,10,0.4099,0.4099,NA,2020
"158","Nebraska","B10",0.528416,158,101.454,193,100.455,143,73.0093,17,-10.357099059034,17,0.5026,0.5026,35,0.7365,0.7365,NA,2020
"159","Bowling Green","MAC",0.527943,159,104.356,135,103.346,207,69.9793,83,-3.8969634295166,12,0.3823,0.3823,13,0.4708,0.4708,NA,2020
"160","Austin Peay","OVC",0.527096,160,106.886,85,105.883,257,67.6284,217,-5.9639266313948,20,0.4739,0.4739,12,0.3899,0.3899,NA,2020
"161","Southern Illinois","MVC",0.525913,161,98.1944,250,97.3125,76,64.0295,338,-8.77540602571,12,0.4111,0.4111,15,0.5111,0.5111,NA,2020
"162","Charlotte","CUSA",0.523186,162,98.8131,241,98.0188,88,65.4364,306,-6.9748095902718,9,0.3892,0.3892,13,0.4861,0.4861,NA,2020
"163","Fresno St.","MWC",0.518551,163,104.626,130,103.952,219,64.1652,336,-10.9989989431,16,0.4592,0.4592,19,0.5387,0.5387,NA,2020
"164","Old Dominion","CUSA",0.518373,164,98.653,243,98.0242,90,66.4122,266,-11.39718694491,20,0.5471,0.5471,16,0.5161,0.5161,NA,2020
"165","South Alabama","SB",0.518274,165,104.244,139,103.583,217,65.3516,309,-5.7812054599969,12,0.3704,0.3704,11,0.4191,0.4191,NA,2020
"166","Toledo","MAC",0.51711,166,106.208,101,105.578,250,67.8633,204,-8.9497242077439,12,0.4183,0.4183,12,0.4602,0.4602,NA,2020
"167","Boston College","ACC",0.516375,167,99.7358,225,99.1691,113,69.3433,113,-6.968595129555,14,0.5053,0.5053,27,0.6911,0.6911,NA,2020
"168","Valparaiso","MVC",0.51446,168,103.467,158,102.947,195,69.2932,120,-7.5015098315924,16,0.4628,0.4628,16,0.5326,0.5326,NA,2020
"169","Winthrop","BSth",0.514078,169,103.633,151,103.127,202,71.7834,37,-4.9399762002675,21,0.4618,0.4618,10,0.3242,0.3242,NA,2020
"170","Portland St.","BSky",0.511998,170,108.833,56,108.38,296,71.6204,41,-8.4506890696828,14,0.4099,0.4099,11,0.4113,0.4113,NA,2020
"171","Western Carolina","SC",0.504787,171,106.67,91,106.492,270,71.4153,43,-5.3754049259621,16,0.3767,0.3767,15,0.4553,0.4553,NA,2020
"172","College of Charleston","CAA",0.493927,172,104.172,142,104.393,231,65.8052,293,-7.4431674306265,19,0.556,0.556,14,0.489,0.489,NA,2020
"173","George Mason","A10",0.493606,173,101.018,199,101.243,156,66.8988,246,-6.9658200956401,12,0.4023,0.4023,17,0.5263,0.5263,NA,2020
"174","Northern Kentucky","Horz",0.491338,174,100.8,203,101.104,151,65.6469,298,-4.2857284928021,14,0.4115,0.4115,9,0.3626,0.3626,NA,2020
"175","Boston University","Pat",0.485777,175,102.565,172,103.074,201,66.2736,271,-7.7632547174894,16,0.4495,0.4495,10,0.3705,0.3705,NA,2020
"176","Massachusetts","A10",0.483058,176,101.638,187,102.239,180,68.7375,145,-7.2293920791324,19,0.5408,0.5408,22,0.6009,0.6009,NA,2020
"177","William & Mary","CAA",0.480845,177,103.558,153,104.251,227,67.6075,218,-5.15315350182,15,0.4211,0.4211,12,0.4303,0.4303,NA,2020
